    0.000000000    0.704437960    0.704438356
    0.081367644    0.704438648    0.704438367
    0.162735288    0.704439013    0.704438377
    0.244102933    0.704438176    0.704438386
    0.325470577    0.704438231    0.704438394
    0.406838221    0.704439062    0.704438400
    0.488205865    0.704438628    0.704438406
    0.569573510    0.704438017    0.704438411
    0.650941154    0.704438753    0.704438415
    0.732308798    0.704439024    0.704438417
    0.813676442    0.704438165    0.704438419
    0.895044087    0.704438306    0.704438420
    0.976411731    0.704439102    0.704438419
    1.057779375    0.704438580    0.704438417
    1.139147019    0.704438028    0.704438415
    1.220514663    0.704438807    0.704438411
    1.301882308    0.704438981    0.704438406
    1.383249952    0.704438105    0.704438400
    1.464617596    0.704438334    0.704438394
    1.545985240    0.704439087    0.704438385
    1.627352885    0.704438480    0.704438376
    1.708720529    0.704437992    0.704438367
    1.790088173    0.704438810    0.704438356
    1.871455817    0.704438883    0.704438342
    1.952823461    0.704437998    0.704438330
    2.034191106    0.704438315    0.704438316
    2.115558750    0.704439018    0.704438300
    2.196926394    0.704438327    0.704438283
    2.278294038    0.704437911    0.704438266
    2.359661683    0.704438760    0.704438247
    2.441029327    0.704438728    0.704438226
    2.522396971    0.704437842    0.704438206
    2.603764615    0.704438246    0.704438185
    2.685132260    0.704438891    0.704438160
    2.766499904    0.704438121    0.704438135
    2.847867548    0.704437781    0.704438111
    2.929235192    0.704438656    0.704438084
    3.010602836    0.704438515    0.704438055
    3.091970481    0.704437635    0.704438027
    3.173338125    0.704438128    0.704437998
    3.254705769    0.704438706    0.704437964
    3.336073413    0.704437858    0.704437931
    3.417441058    0.704437604    0.704437900
    3.498808702    0.704438497    0.704437864
    3.580176346    0.704438243    0.704437826
    3.661543990    0.704437378    0.704437789
    3.742911635    0.704437959    0.704437751
    3.824279279    0.704438460    0.704437709
    3.905646923    0.704437540    0.704437667
    3.987014567    0.704437377    0.704437626
    4.068382211    0.704438281    0.704437581
    4.149749856    0.704437909    0.704437533
    4.231117500    0.704437069    0.704437487
    4.312485144    0.704437737    0.704437439
    4.393852788    0.704438150    0.704437386
    4.475220433    0.704437163    0.704437334
    4.556588077    0.704437099    0.704437282
    4.637955721    0.704438003    0.704437225
    4.719323365    0.704437508    0.704437165
    4.800691010    0.704436704    0.704437108
    4.882058654    0.704437456    0.704437048
    4.963426298    0.704437770    0.704436981
    5.044793942    0.704436721    0.704436916
    5.126161586    0.704436763    0.704436850
    5.207529231    0.704437654    0.704436778
    5.288896875    0.704437032    0.704436703
    5.370264519    0.704436276    0.704436630
    5.451632163    0.704437106    0.704436552
    5.532999808    0.704437307    0.704436468
    5.614367452    0.704436204    0.704436384
    5.695735096    0.704436358    0.704436298
    5.777102740    0.704437220    0.704436204
    5.858470384    0.704436468    0.704436106
    5.939838029    0.704435771    0.704436008
    6.021205673    0.704436672    0.704435903
    6.102573317    0.704436745    0.704435792
    6.183940961    0.704435596    0.704435678
    6.265308606    0.704435864    0.704435557
    6.346676250    0.704436677    0.704435429
    6.428043894    0.704435792    0.704435296
    6.509411538    0.704435164    0.704435155
    6.590779183    0.704436120    0.704435032
    6.672146827    0.704436046    0.704434996
    6.753514471    0.704434860    0.704435077
    6.834882115    0.704435238    0.704435234
