 &p_mat nbnd=   8, nks=  61 /
            0.228426 -0.000000  0.000000      4
  1
     0.00000000     0.12541769     0.00000000     0.00000000
     0.00839700     0.00000000     0.00000000     0.00000000
     0.00000000     0.00000000     0.00170722     0.00335431
     0.00000000     0.00000000     0.00335430     0.00170722
  2
     0.00000000     0.00000000     0.04460427     0.26295360
     0.00000000     0.00000000     0.38378297     0.06510031
     0.01118655     0.00008133     0.00000000     0.00000000
     0.01695122     0.00005367     0.00000000     0.00000000
  3
     0.00000000     0.00000000     0.26295359     0.04460427
     0.00000000     0.00000000     0.06510031     0.38378297
     0.01695122     0.00005367     0.00000000     0.00000000
     0.01118654     0.00008133     0.00000000     0.00000000
            0.220812 -0.000000  0.000000      4
  1
     0.00132694     0.12410774     0.00000000     0.00000000
     0.00804819     0.00044371     0.00000000     0.00000000
     0.00000000     0.00000000     0.00163413     0.00398221
     0.00000000     0.00000000     0.00398219     0.00163413
  2
     0.00000000     0.00000000     0.21103886     0.09618831
     0.00000000     0.00000000     0.14449345     0.30414191
     0.02193250     0.00204608     0.00000000     0.00000000
     0.00473655     0.00011156     0.00000000     0.00000000
  3
     0.00000000     0.00000000     0.09618832     0.21103886
     0.00000000     0.00000000     0.30414191     0.14449345
     0.00473654     0.00011156     0.00000000     0.00000000
     0.02193249     0.00204607     0.00000000     0.00000000
            0.213198 -0.000000  0.000000      4
  1
     0.00437095     0.12109180     0.00000000     0.00000000
     0.00718173     0.00159497     0.00000000     0.00000000
     0.00000000     0.00000000     0.00133238     0.00590872
     0.00000000     0.00000000     0.00590871     0.00133238
  2
     0.00000000     0.00000000     0.29977531     0.00646928
     0.00000000     0.00000000     0.01170428     0.43618080
     0.00838233     0.00389692     0.00000000     0.00000000
     0.01468841     0.00348442     0.00000000     0.00000000
  3
     0.00000000     0.00000000     0.00646928     0.29977532
     0.00000000     0.00000000     0.43618082     0.01170428
     0.01468840     0.00348442     0.00000000     0.00000000
     0.00838232     0.00389692     0.00000000     0.00000000
            0.205584 -0.000000  0.000000      4
  1
     0.00753857     0.11789551     0.00000000     0.00000000
     0.00612389     0.00312811     0.00000000     0.00000000
     0.00000000     0.00000000     0.00246780     0.00735921
     0.00000000     0.00000000     0.00735923     0.00246780
  2
     0.00000000     0.00000000     0.18034818     0.12428989
     0.00000000     0.00000000     0.19315521     0.25345902
     0.00659414     0.00562806     0.00000000     0.00000000
     0.01221345     0.00861191     0.00000000     0.00000000
  3
     0.00000000     0.00000000     0.12428989     0.18034820
     0.00000000     0.00000000     0.25345898     0.19315524
     0.01221345     0.00861191     0.00000000     0.00000000
     0.00659414     0.00562808     0.00000000     0.00000000
            0.197969 -0.000000  0.000000      4
  1
     0.00996036     0.11527689     0.00000000     0.00000000
     0.00508727     0.00482831     0.00000000     0.00000000
     0.00000000     0.00000000     0.00378191     0.00944820
     0.00000000     0.00000000     0.00944819     0.00378189
  2
     0.00000000     0.00000000     0.26498764     0.03747055
     0.00000000     0.00000000     0.06069393     0.38409345
     0.00099332     0.00348658     0.00000000     0.00000000
     0.01385052     0.01814666     0.00000000     0.00000000
  3
     0.00000000     0.00000000     0.03747055     0.26498765
     0.00000000     0.00000000     0.38409344     0.06069393
     0.01385051     0.01814669     0.00000000     0.00000000
     0.00099331     0.00348658     0.00000000     0.00000000
            0.190355 -0.000000  0.000000      4
  1
     0.01148430     0.11323722     0.00000000     0.00000000
